kic,label,is_synthetic,period,radius,star_radius,planet_star_ratio,bls_period,bls_power,snr,sigma
9529744,1,True,59.366261987472896,1.6453029473392728,1.12,0.0134772521898695,9.620124024804962 d,2.729372040200057e-05,0.9197105690127756,0.0001912153861406
12833566,1,True,90.49607534950457,1.7483583583968312,1.264,0.012689861502706,90.55351070214043 d,9.540954873107293e-06,1.479499523535138,0.0001498926115382
8453214,1,True,66.30989619383841,2.379158128793934,0.72,0.0303154705503814,17.122824564912985 d,0.0015010517166628,0.6004378880074949,0.0022949794545399
11391667,1,True,170.3903351996105,3.6540313263316095,1.19,0.0281707757792892,3.7935587117423486 d,0.0016170710609688,0.704216362564894,0.0017822924358809
10843203,1,True,164.17364544266957,3.635178139155901,0.86,0.0387793699504576,163.98419683936788 d,0.0003356880574769,2.3839482021042144,0.0008146595017163
2452450,1,True,79.97493244417731,2.72866550741771,1.7,0.0147256638284819,5.310062012402481 d,1.0224656070367293e-05,1.8653194092564367,0.0003428476213066
5024450,1,True,95.20790936316212,3.481213719827169,1.06,0.0301299439140312,2.9953990798159635 d,0.0038469972771873,0.4064143765502284,0.0026399071626696
6066416,1,True,287.8960505805757,2.378338194943534,1.95,0.0111895469063445,288.0182036407282 d,1.932209269662714e-06,2.1106538956439427,8.467054781332364e-05
7975727,1,True,73.48069848931705,2.773916270654309,0.88,0.0289190603696237,73.47289457891578 d,0.0001666742414205,3.1688463308713186,0.0002785006273375
3858824,1,True,78.51827589356753,3.510345588028216,0.72,0.0447291741593809,78.50130026005202 d,0.0006915196632862,3.0968758472703324,0.0006842552077983
12316431,1,True,191.3649185132819,2.228784607712215,0.99,0.0206541062710797,13.132026405281056 d,7.051102715692102e-06,1.2308081140018274,0.0003571015520545
3119256,1,True,104.45881935594848,1.3983658173597449,2.12,0.006051435941491,29.733746749349873 d,1.4591531094760756e-05,0.7336389753150371,0.0002206177440168
10068383,1,True,197.96651705627383,2.655385448381104,0.73,0.0333716909435855,8.58251650330066 d,0.6015907298684461,0.6057360771404547,0.029142863629819
7296086,1,True,251.2016021773778,3.6458035933966912,1.11,0.030133098548613,250.90378075615124 d,7.494791667098544e-05,3.293095483999196,0.0003035601981057
6627507,1,True,213.95497215397688,1.534489957202784,2.76,0.0051006846071093,29.494298859771956 d,4.438770445692397e-06,0.6619955560630296,0.000211700580671
9850957,1,True,50.8581339204434,2.25810309179087,1.24,0.016706888811711,1.2394478895779155 d,1.1733574069703388e-06,0.5871811531821414,0.0001887736470248
4076976,1,True,205.69245903329156,3.732492970636021,0.71,0.0482296546147567,205.56831366273255 d,0.0004061994479329,5.5668015180426105,0.000459799063799
8625821,1,True,57.19688504830629,2.022708963373459,0.85,0.0218317211373282,57.19043808761753 d,7.328075568043784e-05,1.3850512402233524,0.0003683748139342
3655332,1,True,160.64022989386837,2.6825875691510093,0.98,0.0251131582957405,160.7117423484697 d,5.51113523464033e-05,2.076469913599279,0.0004213360727522
6752502,1,True,132.80294769017368,2.780704988380001,0.668,0.0381902020048893,34.44288857771554 d,0.0017402845114808,3.169105789740528,0.0017435562491855
10336927,1,True,289.86116895846953,3.1577105878294365,1.11,0.0260989386546775,2.9953990798159635 d,3.0229994897362297e-05,0.8277846468560963,0.0005496993733554
3336283,1,True,133.17756675204237,3.4964520518579825,1.14,0.0281381945264605,21.512702540508105 d,0.0006015066332367,1.4178054303964829,0.0006170101410109
10031707,1,True,244.1972844989752,1.7207751619208436,0.27,0.0584701040408033,276.20544108821764 d,0.006739850115968,2.6409743272350337,0.0044636493503577
3858949,1,True,62.94555815164466,2.056214924380168,0.75,0.0251524761392069,62.9371874374875 d,9.936985718523728e-05,1.6454546215264736,0.0004210718906168
12885212,1,True,213.9705766201316,2.9351269862826217,0.662,0.0406763905080881,213.62972594518905 d,0.0003396627063023,2.710132511038765,0.0007376051559886
10555375,1,True,237.13653529218013,1.3426793217407882,2.15,0.0057293762395595,7.305461092218444 d,6.994998436409551e-06,0.2599121429397767,0.0002416304398814
5738496,1,True,100.81508874668732,3.922556940472688,0.91,0.0395458911228217,18.160432086417284 d,1.455617735014311e-05,1.843377185607164,0.0005435324279689
10275805,1,True,143.00348302944437,1.6040653679655432,0.88,0.0167229500413421,225.28285657131428 d,4.418997023065318e-05,2.3496264695378137,0.0006101600914676
9468717,1,True,232.1776274658836,2.427576897038225,1.85,0.0120385663131079,232.62592518503703 d,2.315461841476853e-06,1.9746949830137592,8.458234959679009e-05
3124412,1,True,63.15743897149807,2.281781598720313,1.08,0.019383126050971,29.41448289657932 d,0.0001636708276318,1.2492625295891078,0.0008045896063065
11303815,1,True,257.6183295097694,1.6047601228147546,0.84,0.0175268689691432,1.7183436687337468 d,0.0005227948157253,1.3302065162704575,0.0011072305087309
8847111,1,True,102.7375124597978,3.420170838409445,0.99,0.0316946607210587,102.6855371074215 d,0.0002369258415675,1.850810552486391,0.0006626801622633
7115785,1,True,226.4510481140477,3.2019751305241018,1.0,0.0293759186286614,20.874174834966993 d,6.285851856235443e-05,1.0492360354043435,0.0004153315052523
2446113,1,True,177.37874232238872,3.823484178683871,1.66,0.0211312268082451,177.7125425085017 d,2.182172922421574e-05,2.233672136291782,0.0002123436545068
6312314,1,True,65.48175918392222,1.031809266155965,1.06,0.0089303208079969,350.75355071014206 d,4.255543704968565e-06,1.256949847287337,0.0002344561007902
7289162,1,True,259.272923034676,3.914960648090724,1.09,0.0329514405192384,8.183436687337469 d,4.433880171465907e-06,1.1308133007498642,0.0002687697882589
5357470,1,True,160.46601808622063,3.518359424923497,1.14,0.0283144972229478,160.31266253250652 d,0.0002082040702334,1.7312909457569434,0.0007964664570344
2309585,1,True,183.93392064494887,2.070911120320716,0.89,0.0213473984158407,1.7981596319263853 d,0.0016333281838675,0.4438254627683441,0.0010530434778456
3838486,1,True,276.7833712226705,3.0413256985264647,0.623,0.0447866302226054,275.96599319863975 d,0.0003383852881293,2.899460303957552,0.0008156632246384
9366886,1,True,287.9187599441831,3.3122748437407696,0.571,0.0532186385343718,9.6999399879976 d,0.0107122538543856,0.7567499844027049,0.0033388124864478
9827149,1,True,125.59257622583932,1.813583427426655,0.89,0.0186948090653196,52.321664332866575 d,8.021081800764714e-06,1.244663741322304,0.0004693864012911
6185496,1,True,66.59655576244232,2.697362817631992,0.68,0.0363918351002697,66.60872174434887 d,0.0003712066145852,1.5223883846491992,0.0009097915665397
3557493,1,True,215.8968626486035,3.96019611379075,1.04,0.0349346869600454,215.5453090618124 d,0.000125636513444,2.064845685406919,0.0006866419433015
9369366,1,True,158.5934958687053,1.472891755779742,1.74,0.0077659588515224,369.74974994999 d,1.4466487485062522e-06,1.5443772574998325,0.0001180819514461
5444384,1,True,227.1012221634847,1.6607550968302371,0.77,0.0197873834961305,21.273254650930188 d,0.0015234007037895,1.9093725622856368,0.0016262520424659
8262210,1,True,202.89468870711303,3.912866327225405,0.811,0.0442636944674193,202.7747549509902 d,0.0004049818564967,5.05882826400688,0.0004277202316893
3340312,1,True,176.63978448727573,3.3678877970208783,1.1,0.0280891392578888,176.75475095019004 d,7.698839431341666e-05,2.7762202960099382,0.0003184495143237
7840044,1,True,157.97084862941426,1.1291376443514922,1.01,0.0102564959973793,352.1104220844169 d,8.383504444103892e-06,2.721322452857957,0.0002747180309442
8703129,1,True,97.13828509122725,1.8610690649277544,6.34,0.0026930643720194,361.2094418883777 d,0.000171724196616,3.723956390706115,0.0007502393164102
12071037,1,True,140.4394734670942,2.0557581614649005,0.99,0.0190506733524687,12.97239447889578 d,6.374571827772881e-07,0.98178077672257,0.0002398071153654
6185711,1,True,284.2271712954173,2.5344471406991422,0.88,0.0264225098071219,285.1448289657932 d,3.664960305791328e-05,3.422550330870781,0.0002539884249425
10676923,1,True,232.75874351819573,1.7878836286829696,1.11,0.0147771190072152,197.9857971594319 d,9.055929810480828e-06,0.9950591013128456,0.0004096560719811
9529744,1,True,229.93968585467928,2.7147602672465965,1.12,0.0222375513372099,229.6727345469094 d,2.8285702716158708e-05,2.8085585175187626,0.0002041976706623
3241604,1,True,197.6553324535382,1.292050911192515,0.9,0.0131707534270388,50.56571314262853 d,6.522476838067497e-06,0.9304034415584728,0.0005852260158796
8453214,1,True,262.78962044363345,3.933840302068408,0.72,0.0501253861119827,17.122824564912985 d,0.00155607877153,0.605864967414951,0.0023157358050291
12833566,1,True,260.60440227026675,1.914071224867048,1.264,0.013892631698315,9.859571914382878 d,7.632079655916656e-06,0.7093369419810668,0.0001511418832263
11391667,1,True,288.8128862883374,1.661904537860714,1.19,0.0128124627080465,3.7935587117423486 d,0.0016164287233513,0.7059978749615894,0.001777441880322
10843203,1,True,102.38054824635869,1.9039628923900829,0.86,0.0203111040365914,4.4320864172834575 d,0.0001970485007753,0.3362742680073802,0.0007799531531754
2452450,1,True,214.3875519347984,2.420816218758719,1.7,0.0130643077105165,5.310062012402481 d,1.0224656070367293e-05,1.8653194092564367,0.0003428476213066
5024450,1,True,239.7168519816101,2.7569648655108425,1.06,0.0238615619310268,2.9953990798159635 d,0.0038759519394771,0.4082067915420457,0.0026381880137952
6066416,1,True,296.8566020787554,3.540353956373706,1.95,0.0166565700135201,297.11722344468893 d,8.34318670354545e-06,3.976215576017328,9.378220372768254e-05
7975727,1,True,161.51684237816158,3.547748722728309,0.88,0.0369865379767338,161.82916583316666 d,0.0002156224431789,4.482530300475253,0.0003166881831942
3858824,1,True,278.8555687415894,2.278697052204892,0.72,0.0290353854766168,51.922584516903385 d,0.0003043849223131,1.742383242355054,0.0006351915117748
12316431,1,True,220.70829959314105,3.748544938224637,0.99,0.0347376975092636,12.812762552510502 d,4.227947365963163e-06,1.043453458444381,0.0003284282096336
3119256,1,True,98.34829856400418,2.1890424997921984,2.12,0.0094730937328725,29.733746749349873 d,1.4767634056596807e-05,0.737508929016629,0.0002207804329751
10068383,1,True,272.9363317804232,1.2151714440536967,0.73,0.0152717285918524,8.58251650330066 d,0.5997193555081939,0.604956601478272,0.029134992429204
7296086,1,True,188.07348467219177,2.037955497525536,1.11,0.0168439994836394,187.68953790758152 d,1.2654888240435303e-05,1.3339489502697657,0.0002721788225161
6627507,1,True,58.737841858368206,2.557937975700101,2.76,0.0085026524920226,29.494298859771956 d,4.871305757023066e-06,0.6923327242547196,0.0002120574894883
9850957,1,True,109.17080465937885,2.719655239740388,1.24,0.0201217463727462,1.2394478895779155 d,1.1733574069703388e-06,0.5871811531821414,0.0001887736470248
4076976,1,True,232.26606593797752,3.8663250247175154,0.71,0.0499589743470411,232.30666133226646 d,0.0004722356555908,5.712525542205569,0.0004890728396031
8625821,1,True,135.1459445728921,3.591186287282548,0.85,0.0387607802189158,135.17063412682538 d,0.0003363584483653,3.7043763175492894,0.0004284946839585
3655332,1,True,56.9079267992051,1.2152930040140038,0.98,0.0113770174500468,30.132826565313064 d,4.641434184856692e-05,2.7664142859838927,0.0004104475136813
6752502,1,True,183.73112310265788,2.923880850951833,0.668,0.0401565792857198,34.44288857771554 d,0.001710760643788,3.133366859863357,0.0017484207489622
10336927,1,True,180.93044074668063,3.898967918772152,1.11,0.0322255386294086,2.9953990798159635 d,3.0229994897362297e-05,0.8277846468560963,0.0005496993733554
3336283,1,True,229.37681870474137,2.8374287278420804,1.14,0.0228346107181883,21.512702540508105 d,0.0005750876543876,1.4031763463498583,0.0006092105294972
3858949,1,True,219.15860491012128,3.4349408754629422,0.75,0.0420176253879258,218.8975795159032 d,0.0002699413393887,4.273583956813351,0.0004902356624021
10031707,1,True,93.9176069509,3.909819006616392,0.27,0.1328514783084061,93.90578115623126 d,0.0372280753850787,3.758118074426412,0.0049063419340265
12885212,1,True,173.07746999912615,1.6454872096996818,0.662,0.022803947028738,173.1630326065213 d,4.8658730500225286e-05,1.0431404772882886,0.0006934196029176
10555375,1,True,224.1786861878953,1.3109888286644644,2.15,0.0055941490448665,7.305461092218444 d,6.9899489845301685e-06,0.2597721900207486,0.0002416733437426
3124412,1,True,104.11675557990488,2.56245576174503,1.08,0.0217673782003485,29.41448289657932 d,0.0001591580585766,1.2290333092534151,0.000806479172108
5738496,1,True,131.25177897173376,2.024917896800555,0.91,0.0204145367154002,18.160432086417284 d,1.455617735014311e-05,1.843377185607164,0.0005435324279689
9468717,1,True,238.28036018118985,3.53275214572111,1.85,0.0175192271049893,238.21304260852173 d,9.096203823452728e-06,3.72734657069227,9.406205359851902e-05
10275805,1,True,261.05556103037384,2.1288559628359205,0.88,0.0221940780112168,225.28285657131428 d,4.402341141332792e-05,2.3355331230531347,0.0006126840659602
11303815,1,True,82.87078694861358,3.9291776339370266,0.84,0.0429136919390238,1.7183436687337468 d,0.0005227948157253,1.3302065162704575,0.0011072305087309
7115785,1,True,71.02843924585405,3.339262201620649,1.0,0.0306354330423912,70.998599719944 d,0.0002642426209536,2.440211948091284,0.0004277775742748
8847111,1,True,114.60465292469948,1.3888082283048648,0.99,0.012870060497682,27.419083816763354 d,0.0001121487463813,0.6604997626009202,0.0006489058832447
2446113,1,True,196.64085784812596,1.948211556749988,1.66,0.0107671689883386,392.0982196439288 d,7.663443039545159e-06,1.9249881484293976,0.0002044001957482
6312314,1,True,177.71886009470168,3.045463641355144,1.06,0.0263585220820074,177.95199039807963 d,5.845392434048172e-05,3.013778794046965,0.0002562609465668
7289162,1,True,197.82391298223848,3.490976191956205,1.09,0.0293828481773942,8.183436687337469 d,4.433880171465907e-06,1.1308133007498642,0.0002687697882589
5357470,1,True,160.02514271777443,2.0463548042328816,1.14,0.0164683309531054,228.4754950990198 d,0.0001403993629083,1.7773283759592196,0.0007802853693614
9366886,1,True,140.61388751635,2.008778439935128,0.571,0.0322752364262781,9.6999399879976 d,0.0106967795541287,0.7626351788391276,0.0033136167938651
3838486,1,True,157.49220227952475,2.542853816992698,0.623,0.0374461221522479,157.5989197839568 d,0.0002388720247247,1.8603382138865616,0.000792126232059
2309585,1,True,251.73864701031005,3.6806169593352314,0.89,0.0379405933340401,1.7981596319263853 d,0.0016412758394005,0.4363733310445269,0.0010736293529254
9827149,1,True,222.13634331170195,3.402510389558068,0.89,0.0350738108396873,31.170434086817366 d,6.620906779180125e-06,0.9180345136890616,0.0004607855651469
6185496,1,True,204.76482242619736,2.355452607124352,0.68,0.031778907273669,307.41348269653935 d,0.0001692363003431,2.417756458081963,0.0009030671253735
3557493,1,True,209.57440970997013,1.229981114035258,1.04,0.0108502215423011,381.7221444288858 d,0.0001125443616514,2.658737884125956,0.0006650205976379
9369366,1,True,290.73197975441207,3.0861482553668345,1.74,0.01627200387729,291.8493698739748 d,7.007000165262994e-06,2.706511804489273,0.0001242110672929
5444384,1,True,276.3368612594967,2.758059105712671,0.77,0.0328614214906787,21.273254650930188 d,0.001575573141119,1.9344013342819504,0.0016324660488725
8262210,1,True,230.06761509913372,3.8910213388909023,0.811,0.0440165764193135,230.15163032606523 d,0.0003335799942514,5.05226535835276,0.0004202405786403
7840044,1,True,281.4831594423246,1.2181611625155635,1.01,0.0110651390908853,352.1104220844169 d,7.712262316037085e-06,2.61265039927928,0.0002744504621929
3340312,1,True,117.83037069571448,3.9742019696560016,1.1,0.0331459713899583,117.85057011402282 d,0.0001925112186367,3.574500306545888,0.0003372133377
8703129,1,True,157.58233272994718,2.403794599022783,6.34,0.0034784166338997,361.2094418883777 d,0.0001717102870641,3.7232779505790994,0.0007503456312706
9349482,1,False,110.9655,2.6,0.618,0.0385974288174341,9.859571914382878 d,2.940549132184297e-06,0.6647705559501533,0.0004749320046107
8804397,1,False,60.08556,2.12,1.02,0.0190681777298075,120.16523304660933 d,1.0247312966463968e-05,2.299739261866461,0.0001571055661555
11297236,1,False,88.64578,2.7,0.9,0.0275229357798165,88.6379275855171 d,2.1303110459679505e-05,1.868898045185846,0.000250755248974
5716932,1,False,56.4943,2.19,1.11,0.0181006694768162,1.5587117423484698 d,6.320982750976872e-07,0.5481215879441099,0.0001703516686892
8611781,1,False,76.9611,2.07,1.08,0.0175840978593272,230.86997399479898 d,7.882555444521324e-06,1.5386458599566777,0.0002345941387096
9520838,1,False,105.308,3.9,0.93,0.0384729209825392,27.65853170634127 d,0.0005681779954228,2.073633881298452,0.0022990060838715
7286173,1,False,56.435,2.3,0.85,0.0248246087425796,28.21724344868974 d,1.198302087901007e-05,0.9033242973415048,0.0002473624907357
7703955,1,False,96.1009,3.4,0.91,0.034277648956548,19.756751350270054 d,6.5810906174416656e-06,2.258816104665934,0.0004292586347119
7102316,1,False,57.24717,3.3,0.85,0.0356179168915272,30.611722344468895 d,5.8182884272995735e-05,2.619972467561201,0.0008585230812728
11622600,1,False,82.53186,2.73,0.59,0.0424506297620898,247.63132626525308 d,4.024542685539234e-05,2.38461683827256,0.0005119856405335
7955580,1,False,55.67454,2.2,0.72,0.028032619775739,176.59511902380478 d,0.0001190680233262,1.9426666823668013,0.0007191746365537
9896558,1,False,67.66919,3.8,1.13,0.030851668425753,6.666933386677336 d,1.8759820860770916e-06,0.4855720120596142,0.0003626460986733
3448130,1,False,78.5459,2.6,0.94,0.0253757563927386,245.47629525905182 d,5.144917224603436e-05,1.869331003245753,0.0004933161116681
9836959,1,False,105.0129,1.88,1.05,0.0164263870685889,105.00020004000801 d,4.128839797288075e-06,1.9664474075843563,0.0001033312493477
10015937,1,False,59.6626,2.6,0.77,0.0309781961158107,59.664732946589325 d,4.03157314962714e-05,1.1994653621920146,0.0006032595397424
9030537,1,False,62.56259,3.0,0.83,0.0331601635901403,25.184236847369476 d,7.782530807112778e-06,1.252574826271714,0.0005323996002679
5695524,1,False,59.77049,2.7,1.09,0.0227253598181971,255.5331066213243 d,2.5068074872567972e-05,1.7382289986158526,0.0003382863680775
10213902,1,False,59.62217,3.5,0.96,0.0334480122324159,29.81356271254251 d,4.7598072357553896e-05,0.891168877248314,0.0004737825278278
10600955,1,False,65.6462,2.29,1.01,0.0208011626850758,24.864972994598922 d,7.911104280627229e-06,1.3926581900292705,0.0004039280498066
2854181,1,False,101.1337,3.5,0.91,0.0352858151023288,23.82736547309462 d,3.696675535926704e-06,0.7818158653097615,0.0004918483095555
3629967,1,False,85.6539,2.07,0.96,0.0197821100917431,14.568713742748551 d,5.803636093641847e-06,1.9553722890858196,0.0002489072737697
6342333,1,False,80.23247,3.6,0.88,0.0375312760633861,160.47229445889178 d,1.6336756532485343e-05,2.384810129591878,0.0003202949527185
3239671,1,False,147.9724,3.5,0.95,0.0338000965717044,338.78115623124626 d,7.996616094791672e-05,1.8083409047023065,0.0006357628251133
11360571,1,False,77.2557,3.63,1.132,0.0294193924854929,336.5463092618524 d,1.9785619153094603e-05,2.014579900670741,0.0002826997395655
5005121,1,False,76.4241,2.9,0.97,0.0274283552444906,14.409081816363274 d,7.0942598966469386e-06,1.043061981040069,0.0004226656938046
9517393,1,False,56.77673,2.92,0.95,0.0281989377112506,15.20724144828966 d,2.294463541230478e-06,0.7770487933722537,0.0003938304104102
4833421,1,False,56.25696,1.79,0.97,0.0169299158233235,17.3622724544909 d,2.8597136963957194e-06,2.3472460773145905,0.0002337442052623
5770074,1,False,63.03814,2.8,0.97,0.0264825498912323,63.01700340068014 d,3.8547811839633634e-05,1.1235757007505147,0.0003616213677674
9955598,1,False,68.95803,1.12,0.947,0.0108502949923951,271.81556311262256 d,1.4935908529085308e-06,2.6580057798503947,6.706732313771238e-05
6696580,1,False,57.68696,3.6,0.81,0.0407747196738022,53.119823964792964 d,1.623072581426595e-05,2.2961547249873,0.0006406741325657
8478994,1,False,51.2069,0.37,0.728,0.0046627684242363,4.671534306861373 d,4.3742575235524833e-08,1.2754452044213225,3.347223775328573e-05
10158729,1,False,58.6003,2.3,1.05,0.0200961118392311,117.21204240848171 d,5.41188894884974e-06,1.2896774096124264,0.0002783355633375
10329469,1,False,55.8228,2.2,0.71,0.0284274454063832,12.333866773354671 d,3.4030879106801302e-06,0.6312526924589815,0.0004837120521237
3120355,1,False,78.0971,2.8,0.99,0.0259475488833287,78.10222044408883 d,3.649247088806047e-05,1.113777210848642,0.0004384878784341
5088536,1,False,87.5187,1.09,1.11,0.009009009009009,3.9531906381276256 d,7.48991309526171e-06,1.8067172517432115,0.000309202201181
9651234,1,False,96.91492,2.3,0.74,0.0285147532853954,193.8353670734147 d,2.04366423984092e-05,2.513428990245909,0.0002775322826358
6149910,1,False,131.1897,2.01,0.68,0.0271181867242309,37.555711142228446 d,6.786460253282647e-05,0.6186151582425068,0.0006263713427369
10453588,1,False,68.8881,1.4,1.1,0.0116763969974979,6.826565313062613 d,7.355801886892568e-08,0.7626590702233998,0.0001005841536135
2442448,1,False,76.6147,2.7,1.07,0.023150132898911,17.3622724544909 d,1.877016952943634e-06,1.2283719634901191,0.000266615367213
10586004,1,False,82.1997,2.04,1.36,0.0137614678899082,6.347669533906782 d,8.215536953074759e-07,1.9992413235618984,0.0001366961913063
8292840,1,False,100.2834,2.89,1.26,0.0210426678316586,100.29105821164234 d,1.0014418887456298e-05,3.2279701867937094,8.300347176436247e-05
7826659,1,False,211.03814,3.6,0.65,0.0508115737473535,11.056811362272455 d,9.03125807987405e-05,0.425263841396081,0.000592293454063
9832208,1,False,88.0708,1.99,0.689,0.0264976498315601,14.169633926785359 d,7.933416700711607e-05,1.2808616778705015,0.001143212695861
5609593,1,False,136.2053,2.31,0.667,0.0317731042735512,49.0492098419684 d,2.916458930704193e-05,1.500727304400013,0.0007345485867235
5128673,1,False,87.97294,2.9,0.88,0.0302335279399499,87.999399879976 d,5.226802840622936e-05,2.0013318452937408,0.0002770604227795
3728701,1,False,51.1295,2.7,1.12,0.0221166448230668,51.124424884976996 d,1.3692501743256907e-05,0.8461052119372304,0.000308858703231
5480640,1,False,58.03438,2.8,0.82,0.0313269187737748,8.901780356071214 d,8.231408416302739e-06,0.997288377807096,0.0004109777189585
6429812,1,False,94.2899,2.13,0.97,0.0201456540244017,8.502700540108023 d,7.029533007858698e-07,0.5988976944348404,0.0002031251931393
9886361,1,False,54.28091,1.35,1.06,0.0116842651895447,16.96319263852771 d,4.315564153713993e-07,1.3857124511826235,0.0001149797098968
6606438,1,False,103.4278,2.6,0.8,0.0298165137614678,15.127425485097021 d,0.0003168557690087,0.5319459480844844,0.0011257968451886
9026749,1,False,66.5598,1.49,1.04,0.0131439661256175,199.6619323864773 d,3.1632285478716998e-06,1.0516168512220112,0.000202868840392
10027247,1,False,86.8299,1.66,0.52,0.0292872265349329,17.601720344068816 d,0.0012669818872054,0.942643339278316,0.001404814154021
8570333,1,False,84.5731,2.3,0.77,0.0274037888716787,9.77975595119024 d,6.098336255884121e-06,1.025164506463308,0.0005195087804414
8429314,1,False,115.6879,2.8,0.85,0.0302212628170534,1.159631926385277 d,1.0174302204787278e-05,0.270250408431644,0.0004740128475736
5881813,1,False,109.64811,2.7,0.83,0.0298441472311263,109.62952590518104 d,3.681845655409031e-05,1.453258480701554,0.0004065029424185
6432345,1,False,234.6356,3.3,0.98,0.0308930911814267,12.014602920584117 d,5.659731000354245e-05,1.375587933897143,0.0008991014030214
8210018,1,False,132.9955,1.93,0.586,0.0302157372326768,15.366873374674936 d,9.598168307047453e-06,1.0056369427592144,0.0006224004805872
11442793,1,False,91.94069,2.25,1.07,0.0192917774157592,30.37227445489098 d,6.500448067498988e-06,1.8787256916102344,0.0002770145950187
11442793,1,False,59.73716,2.5,1.07,0.0214353082397324,30.37227445489098 d,6.500448067498988e-06,1.8787256916102344,0.0002770145950187
7877978,1,False,56.57372,2.04,0.619,0.0302352121652265,202.5353070614123 d,4.922509401880951e-05,2.081658156094705,0.0004864780460144
8822216,1,False,151.8654,2.14,0.83,0.0236542500276334,268.30366073214645 d,0.000579007355885,2.440160041085893,0.0014866111687892
7941200,1,False,65.70462,3.32,1.044,0.0291750149390136,9.77975595119024 d,2.4161754982457832e-06,2.2176663378126835,0.0001982499229259
9782691,1,False,50.69852,2.96,1.06,0.0256188333044832,322.97759551910383 d,7.835421700793845e-05,2.2640335790949573,0.0005672852856573
5966322,1,False,60.9292,3.12,1.03,0.0277901487485526,121.84136827365474 d,1.8197853178467666e-05,2.152123749149566,0.0002312060365086
11623629,1,False,81.73747,2.29,0.87,0.0241484762206052,1.0 d,1.2307487078940965e-07,0.4879055728404501,6.690489962777501e-05
7364176,1,False,135.1898,2.52,0.909,0.0254337360341538,135.17063412682538 d,6.336650771089187e-06,2.7072470615176853,0.0001248117589875
3656121,1,False,76.7324,3.1,1.12,0.0253931847968545,13.690738147629526 d,2.571153778264578e-05,2.0969649924932194,0.0004836184284974
9958962,1,False,90.41119,3.4,0.92,0.0339050658157159,15.20724144828966 d,0.0025074650032676,0.5661688792808428,0.0026427886627708
8686097,1,False,172.6909,3.05,1.21,0.0231253317158237,172.68413682736548 d,5.566240035073307e-07,4.113229100043474,8.111722095662481e-05
3217264,1,False,55.3285,2.66,1.58,0.0154453605852978,110.66713342668534 d,7.922150245983752e-06,1.366496823407174,0.0002419044778556
8017703,1,False,247.3503,2.22,0.61,0.033388479470597,41.945589117823566 d,5.393694973427611e-05,3.405965121315691,0.000260529981829
6850504,1,False,77.61153,2.84,0.939,0.027747652685367,26.14202840568114 d,7.026678477284389e-06,3.306408496856548,0.0002601098088438
6508221,1,False,88.25474,2.9,0.73,0.0364458966947342,176.51530306061213 d,1.5335602715055952e-05,3.93687339539666,0.0002196959471702
10189546,1,False,116.9562,3.4,0.85,0.036697247706422,12.333866773354671 d,8.034151939068913e-05,1.522786995515524,0.0009676760647338
3642335,1,False,60.8713,1.41,0.532,0.0243153755949506,40.10982196439288 d,0.0008210706058896,2.3388969452727504,0.0024502430238737
10965008,1,False,81.1699,2.9,0.87,0.0305810397553516,162.3080616123225 d,3.166680011253066e-05,2.680249926112074,0.0002831036397164
12302530,1,False,52.66187,2.29,0.606,0.0346686044751264,10.81736347269454 d,0.0001456239394669,1.290647520984987,0.0013425728698844
7347246,1,False,86.1151,3.1,0.88,0.0323185988323603,86.08381676335267 d,3.027333641903189e-05,0.7336362692251066,0.0005752079623882
8008067,1,False,157.0702,2.8,1.18,0.0217695537241486,15.765953190638129 d,3.394992391685736e-05,1.0431176152991972,0.0001735426582511
10593626,1,False,289.8622,2.1,0.85,0.02266594711279,269.1018203640728 d,1.1252532082290644e-05,2.54853420269548,0.0001890008660339
5709725,1,False,86.4926,2.68,0.903,0.0272283011775224,8.58251650330066 d,5.260125421629615e-06,0.8108567730109902,0.0004040693053896
8962094,1,False,68.1603,1.8,1.07,0.0154334219326073,4.910982196439289 d,2.582920472698348e-07,1.326698589355001,0.0001447885536926
9881662,1,False,91.3525,1.68,1.166,0.0132185626386768,7.784356871374276 d,3.8963406780516396e-07,1.0795185788495785,0.0001156453928776
5113822,1,False,67.0935,3.9,1.16,0.030844669408415,16.883376675335068 d,5.313471924649467e-05,1.820576124507228,0.000808904608944
9002278,1,False,122.38742,1.54,0.601,0.0235082202445465,18.160432086417284 d,3.657451982731744e-05,1.0627192997972423,0.0002501586771886
6681233,0,False,32.63286247,0.56,0.8,0.0064220183486238,396.40828165633127 d,1.0179571838505176e-05,1.3096566890347865,0.000349813383455
8552498,0,False,0.53096754,1.8,1.28,0.0129013761467889,5.310062012402481 d,9.816173541247848e-06,0.647878946026312,0.0001939798773367
8349405,0,False,7.1688266,0.97,0.8,0.0111238532110091,377.3322664532907 d,7.682327102544905e-06,0.8178377314502817,0.0004841514248265
11304987,0,False,0.69269425,8.0,0.92,0.0797766254487435,11.775155031006202 d,5.522569543900075e-05,0.8556480573744992,0.0005280703619933
9369366,0,False,36.00549,1.9,1.74,0.0100179268164083,369.74974994999 d,1.4681895553829293e-06,1.5592556191708913,0.0001178227401771
2449074,0,False,4.9440222,2.61,0.884,0.0270870521814936,39.551110222044414 d,1.5782261666013126e-05,1.3750525321273332,0.0003347242624438
