kic,label,period,t0,duration,transit_depth,snr,filename,index_in_batch
1725415,1,2.43731228,132.06982,1.8933,57.0,6.7,batch_7.npz,2
6191521,1,80.87159,203.8968,11.4216,3600.0,162.2,batch_7.npz,3
8179325,1,3.172753,133.9888,5.2611,371.0,32.7,batch_7.npz,4
6185711,1,11.702194,151.1334,2.0904,577.0,62.1,batch_7.npz,5
2014991,1,6.496807,132.1692,2.7451,126.0,14.8,batch_7.npz,6
8129042,1,54.3297,153.719,23.4542,343.0,23.3,batch_7.npz,7
5511081,1,24.31058,137.0438,8.829,187.0,43.2,batch_7.npz,8
10555375,1,5.8018305,137.57581,3.6784,656.0,113.4,batch_7.npz,9
3241557,1,1.7033565,132.4616,1.9602,97.0,23.4,batch_7.npz,10
5302643,1,69.20094,145.9458,3.8301,2080.0,30.8,batch_7.npz,11
8822216,1,6.996922,175.91364,2.7231,1282.0,135.1,batch_7.npz,12
9959589,1,1.332567,132.0505,3.9691,195.0,24.3,batch_7.npz,13
6752502,1,4.305218,170.45286,2.7209,9202.0,216.7,batch_7.npz,14
8176650,1,15.8011078,177.15245,6.3118,37927.0,2336.9,batch_7.npz,15
5217891,1,161.2287,189.151,18.2139,1186.0,23.6,batch_7.npz,16
3952651,1,32.90465,141.2947,3.0725,980.0,35.0,batch_7.npz,17
3351888,1,1.62552343,170.825688,2.3893,8047.0,929.2,batch_7.npz,18
9641018,1,2.178155,134.2018,2.5317,430.0,106.2,batch_7.npz,19
7955580,1,55.67454,136.5413,4.033,773.0,28.2,batch_7.npz,20
9369366,1,36.00549,144.3388,3.6574,114.0,16.2,batch_7.npz,21
9048161,1,8.6678241,137.3408,4.194,2649.0,492.6,batch_7.npz,22
4078157,1,16.025022,367.69262,3.3947,25112.0,424.0,batch_7.npz,23
10068383,1,7.3049752,169.64565,3.5445,10449.0,336.8,batch_7.npz,24
6301035,1,11.990972,143.283,4.245,1962.0,128.3,batch_7.npz,25
6462874,1,22.342931,155.0852,6.7474,3038.0,123.1,batch_7.npz,26
6307063,1,75.37822,167.121,4.4884,547.0,34.8,batch_7.npz,27
10485179,1,0.4452747,133.97129,2.0216,224.0,74.9,batch_7.npz,28
6233573,1,0.5874671,131.49837,2.8345,208.0,80.2,batch_7.npz,29
7918172,1,63.93401,162.8619,9.2049,1299.0,72.5,batch_7.npz,30
4570931,1,1.5449259,133.5492,1.0397,139.0,29.0,batch_7.npz,31
9777251,1,1.332557,132.0555,3.6557,126.0,31.7,batch_7.npz,32
5481148,1,22.023599,135.1811,2.0791,1943.0,42.8,batch_7.npz,33
7975727,1,22.41833,172.7962,5.336,12009.0,1066.0,batch_7.npz,34
6680177,1,16.61474,177.048,2.7655,70.0,3.5,batch_7.npz,35
10271691,1,63.9125,136.66,18.5535,115.0,9.6,batch_7.npz,36
10611420,1,11.505399,135.0981,2.5,288.0,14.3,batch_7.npz,37
9766437,1,12.532507,170.7639,3.9195,1148.0,70.0,batch_7.npz,38
11074835,1,9.49361,136.178,6.5226,70.0,7.1,batch_7.npz,39
5565497,1,1.41252409,131.70375,3.9261,953.0,677.3,batch_7.npz,40
8847111,1,0.57588448,132.00621,1.4716,479.0,104.9,batch_7.npz,41
10287248,1,4.72225588,178.24254,3.4236,86833.0,1813.7,batch_7.npz,42
4851464,1,5.54825343,133.21867,6.0914,49526.0,2307.0,batch_7.npz,43
9002278,1,5.714932,170.91887,2.3287,438.0,80.8,batch_7.npz,44
7379385,1,67.2156,171.782,15.5373,188.0,16.7,batch_7.npz,45
9520443,1,0.49507227,132.03122,1.1226,451.0,48.8,batch_7.npz,46
3838486,1,2.99026,171.9846,5.4934,860.0,65.5,batch_7.npz,47
12366084,1,11.379344,133.8511,2.3699,1072.0,42.5,batch_7.npz,48
3246984,1,1.6266374,169.81903,2.2178,1645.0,113.8,batch_7.npz,49
5717567,1,1.2876248,132.4287,0.8978,50.0,21.4,batch_8.npz,0
8453211,1,5.7767407,143.0974,5.0233,3663.0,467.8,batch_8.npz,1
9899355,1,1.332567,354.58651,4.1106,1372.0,145.3,batch_8.npz,2
5652237,1,4.4645483,132.3151,3.0312,265.0,57.1,batch_8.npz,3
10275766,1,354.963,156.993,15.6805,438.0,8.9,batch_8.npz,4
10259031,1,7.0611441,169.86393,2.3439,3577.0,173.2,batch_8.npz,5
10664416,1,25.32497,138.4453,30.658,419.0,59.1,batch_8.npz,6
11913012,1,3.7478426,171.6648,3.6465,423.0,58.4,batch_8.npz,7
4664046,1,1.1297578,132.5258,2.8427,157.0,16.7,batch_8.npz,8
11551692,1,7.8344508,135.22059,2.9987,1941.0,270.3,batch_8.npz,9
8349405,1,7.1688266,136.23827,1.289,93.0,3.6,batch_8.npz,10
10191070,1,1.2137451,170.58195,4.0443,2183.0,264.6,batch_8.npz,11
5307568,1,2.628385,131.6212,3.1818,119.0,24.3,batch_8.npz,12
8264070,1,2.8974251,450.7579,3.1872,1441.0,105.2,batch_8.npz,13
5184709,1,10.57906,141.0748,1.638,348.0,24.8,batch_8.npz,14
5475641,1,1.0698442,132.44265,4.9203,609.0,188.2,batch_8.npz,15
5306720,1,27.36431,143.4641,3.7109,1727.0,50.4,batch_8.npz,16
9353314,1,5.18498,131.8811,2.412,416.0,46.7,batch_8.npz,17
10518399,1,2.696392,132.9874,3.6638,143.0,28.0,batch_8.npz,18
2309585,1,1.8385144,352.72243,2.4355,7536.0,370.1,batch_8.npz,19
8891318,1,363.7077,204.0183,8.5344,1646.0,56.6,batch_8.npz,20
5479802,1,13.262616,136.2877,3.8669,1103.0,39.1,batch_8.npz,21
4157325,1,3.076508,353.7592,2.6119,202.0,33.0,batch_8.npz,22
11769890,1,122.8767,165.471,8.2007,785.0,42.3,batch_8.npz,23
10554967,1,0.5363397,131.7082,1.1485,528.0,36.9,batch_8.npz,24
3448130,1,78.5459,144.0697,8.8933,697.0,33.6,batch_8.npz,25
3336765,1,1.844866,132.1583,1.7162,100.0,26.8,batch_8.npz,26
5308666,1,0.78451141,131.98782,1.8678,477.0,169.6,batch_8.npz,27
8229696,1,10.12824,139.1075,3.7064,448.0,43.7,batch_8.npz,28
4275117,1,1.0065197,131.7163,1.1706,146.0,18.3,batch_8.npz,29
5709889,1,0.5268877,131.86486,1.2893,161.0,37.1,batch_8.npz,30
3544689,1,1.9228609,134.65798,2.6941,2517.0,323.4,batch_8.npz,31
10341913,1,0.9337554,134.3169,4.2716,220.0,130.4,batch_8.npz,32
6364162,1,5.243629,132.721,9.8991,129.0,22.6,batch_8.npz,33
7613246,1,0.7691238,131.5683,0.9653,164.0,24.0,batch_8.npz,34
5303551,1,2.399059,171.4559,3.2882,401.0,47.9,batch_8.npz,35
4075015,1,1.114304,131.756,2.2223,172.0,15.4,batch_8.npz,36
11955499,1,9.041798,137.8672,2.2317,743.0,37.2,batch_8.npz,37
11913073,1,3.7478395,171.6641,3.6646,764.0,219.1,batch_8.npz,38
8621348,1,11.34441,172.8404,3.5539,569.0,55.9,batch_8.npz,39
4150624,1,8.65312,134.3046,3.0585,588.0,34.7,batch_8.npz,40
4060815,1,4.28553,134.498,3.2702,43.0,10.2,batch_8.npz,41
9002278,1,122.38742,150.4041,6.6362,698.0,47.8,batch_8.npz,42
9214942,1,18.75444,141.7189,3.1591,947.0,37.3,batch_8.npz,43
10357040,1,46.8823,174.904,2.1676,298.0,5.6,batch_8.npz,44
9159242,1,3.044629,132.4739,6.0255,71.0,23.9,batch_8.npz,45
8845574,1,1.878156,136.2709,1.7009,871.0,44.1,batch_8.npz,46
5686174,1,14.282318,180.845,2.5173,992.0,51.4,batch_8.npz,47
9763754,1,17.477,186.557,4.0841,30.0,2.7,batch_8.npz,48
9529744,1,2.40456,131.67441,5.8741,408.0,204.1,batch_8.npz,49
5443775,1,3.3076711,131.56575,1.7461,264.0,81.2,batch_9.npz,0
7663691,1,10.006563,176.9659,5.1152,908.0,75.5,batch_9.npz,1
7025526,1,1.0741081,133.84115,1.8018,77.0,69.7,batch_9.npz,2
7037540,1,14.4058538,360.3841,5.562,32600.0,3147.4,batch_9.npz,3
6032981,1,3.32303,134.416,4.11,124.0,11.1,batch_9.npz,4
5649833,1,0.5979336,131.95439,2.0759,306.0,102.0,batch_9.npz,5
8175131,1,4.2712108,132.1066,2.8433,1824.0,85.0,batch_9.npz,6
2449074,1,4.9440222,173.74725,3.0607,910.0,94.7,batch_9.npz,7
6864893,1,40.87934,163.4143,5.1883,425.0,22.6,batch_9.npz,8
9655129,1,2.7439952,133.75788,4.2929,35145.0,267.3,batch_9.npz,9
4285107,1,2.2430251,133.4479,2.7773,363.0,69.9,batch_9.npz,10
3124412,1,0.9489512,134.36725,3.903,3505.0,334.6,batch_9.npz,11
5302006,1,6.146317,132.7474,3.3284,888.0,20.8,batch_9.npz,12
4952341,1,1.7968184,134.8341,6.4001,385.0,53.2,batch_9.npz,13
4913000,1,4.4425176,133.60703,1.8984,805.0,339.9,batch_9.npz,14
5015913,1,1.17996964,133.38122,2.0277,1012.0,377.2,batch_9.npz,15
7768952,1,22.46854,148.495,3.2456,224.0,28.0,batch_9.npz,16
2445154,1,8.41206,139.6436,3.8392,776.0,46.7,batch_9.npz,17
2021440,1,7.811385,136.3334,3.8466,844.0,37.2,batch_9.npz,18
4275739,1,2.17182783,355.08331,2.6005,43268.0,1694.7,batch_9.npz,19
10294613,1,1.8544962,132.48945,2.9532,1209.0,151.6,batch_9.npz,20
3340312,1,30.55296,173.903,3.5999,812.0,43.6,batch_9.npz,21
10363281,1,0.9349261,132.17719,2.1773,84.0,47.2,batch_9.npz,22
5648449,1,4.3488698,262.72625,2.3041,556.0,291.1,batch_9.npz,23
2697169,1,14.71266,366.023,4.2138,134.0,4.2,batch_9.npz,24
4951249,1,4.523439,135.4671,2.5312,297.0,20.1,batch_9.npz,25
10362031,1,3.213698,132.9813,2.2128,64.0,23.2,batch_9.npz,26
